match,teamInning,battingPosition,batsman,R,B,M,4s,6s,SR,match_id,out/not_out
Ireland Vs Sri Lanka,Ireland,6,George Dockrell ,14,16,25,0,0,87.50,T20I # 1841,out
Ireland Vs Sri Lanka,Ireland,7,Gareth Delany ,9,6,10,1,0,150.00,T20I # 1841,out
Ireland Vs Sri Lanka,Ireland,8,Mark Adair ,0,1,5,0,0,0.00,T20I # 1841,out
Ireland Vs Sri Lanka,Ireland,9,Simi Singh ,7,8,9,1,0,87.50,T20I # 1841,not_out
Ireland Vs Sri Lanka,Ireland,10,Barry McCarthy ,2,2,7,0,0,100.00,T20I # 1841,not_out
Ireland Vs Sri Lanka,Sri Lanka,1,Kusal Mendis ,68,43,68,5,3,158.13,T20I # 1841,not_out
Ireland Vs Sri Lanka,Sri Lanka,2,Dhananjaya de Silva,31,25,35,2,1,124.00,T20I # 1841,out
Ireland Vs Sri Lanka,Sri Lanka,3,Charith Asalanka,31,22,33,2,0,140.90,T20I # 1841,not_out
Pakistan Vs India,Pakistan,1,Mohammad Rizwan ,4,12,25,1,0,33.33,T20I # 1842,out
Pakistan Vs India,Pakistan,2,Babar Azam (c),0,1,10,0,0,0.00,T20I # 1842,out
Pakistan Vs India,Pakistan,3,Shan Masood ,52,42,101,5,0,123.80,T20I # 1842,not_out
Pakistan Vs India,Pakistan,4,Iftikhar Ahmed ,51,34,43,2,4,150.00,T20I # 1842,out
Pakistan Vs India,Pakistan,5,Shadab Khan ,5,6,6,1,0,83.33,T20I # 1842,out
Pakistan Vs India,Pakistan,6,Haider Ali ,2,4,6,0,0,50.00,T20I # 1842,out
Pakistan Vs India,Pakistan,7,Mohammad Nawaz ,9,6,12,2,0,150.00,T20I # 1842,out
Pakistan Vs India,Pakistan,8,Asif Ali ,2,3,6,0,0,66.66,T20I # 1842,out
Pakistan Vs India,Pakistan,9,Shaheen Shah Afridi ,16,8,17,1,1,200.00,T20I # 1842,out
Pakistan Vs India,Pakistan,10,Haris Rauf ,6,4,3,0,1,150.00,T20I # 1842,not_out
Pakistan Vs India,India,1,KL Rahul,4,8,13,0,0,50.00,T20I # 1842,out
Pakistan Vs India,India,2,Rohit Sharma (c),4,7,20,0,0,57.14,T20I # 1842,out
Pakistan Vs India,India,3,Virat Kohli,82,53,98,6,4,154.71,T20I # 1842,not_out
Pakistan Vs India,India,4,Suryakumar Yadav,15,10,11,2,0,150.00,T20I # 1842,out
Pakistan Vs India,India,5,Axar Patel,2,3,7,0,0,66.66,T20I # 1842,out
Pakistan Vs India,India,6,Hardik Pandya,40,37,61,1,2,108.10,T20I # 1842,out
Pakistan Vs India,India,7,Dinesh Karthik ,1,2,10,0,0,50.00,T20I # 1842,out
Pakistan Vs India,India,8,Ravichandran Ashwin,1,1,2,0,0,100.00,T20I # 1842,not_out
Bangladesh Vs Netherlands,Bangladesh,1,Najmul Hossain Shanto ,25,20,31,4,0,125.00,T20I # 1843,out
Bangladesh Vs Netherlands,Bangladesh,2,Soumya Sarkar ,14,14,24,2,0,100.00,T20I # 1843,out
Bangladesh Vs Netherlands,Bangladesh,3,Litton Das ,9,11,17,0,0,81.81,T20I # 1843,out
Bangladesh Vs Netherlands,Bangladesh,4,Shakib Al Hasan (c),7,9,14,0,0,77.77,T20I # 1843,out
Bangladesh Vs Netherlands,Bangladesh,5,Afif Hossain ,38,27,47,2,2,140.74,T20I # 1843,out
Bangladesh Vs Netherlands,Bangladesh,6,Yasir Ali ,3,5,9,0,0,60.00,T20I # 1843,out
Bangladesh Vs Netherlands,Bangladesh,7,Nurul Hasan ,13,18,28,0,0,72.22,T20I # 1843,out
Bangladesh Vs Netherlands,Bangladesh,8,Mosaddek Hossain ,20,12,12,2,1,166.66,T20I # 1843,not_out
Bangladesh Vs Netherlands,Bangladesh,9,Taskin Ahmed ,0,1,3,0,0,0.00,T20I # 1843,out
Bangladesh Vs Netherlands,Bangladesh,10,Hasan Mahmud ,0,3,6,0,0,0.00,T20I # 1843,not_out
Bangladesh Vs Netherlands,Netherlands,1,Vikramjit Singh,0,1,4,0,0,0.00,T20I # 1843,out
Bangladesh Vs Netherlands,Netherlands,2,Max O'Dowd,8,8,21,0,1,100.00,T20I # 1843,out
Bangladesh Vs Netherlands,Netherlands,3,Bas de Leede,0,1,2,0,0,0.00,T20I # 1843,out
Bangladesh Vs Netherlands,Netherlands,4,Colin Ackermann,62,48,77,6,2,129.16,T20I # 1843,out
Bangladesh Vs Netherlands,Netherlands,5,Tom Cooper,0,0,2,0,0,-,T20I # 1843,out
Bangladesh Vs Netherlands,Netherlands,6,Scott Edwards (c),16,24,33,1,0,66.66,T20I # 1843,out
Bangladesh Vs Netherlands,Netherlands,7,Tim Pringle,1,6,5,0,0,16.66,T20I # 1843,out
Bangladesh Vs Netherlands,Netherlands,8,Logan van Beek,2,5,9,0,0,40.00,T20I # 1843,out
Bangladesh Vs Netherlands,Netherlands,9,Shariz Ahmad,9,8,9,1,0,112.50,T20I # 1843,out
Bangladesh Vs Netherlands,Netherlands,10,Fred Klaassen,7,6,20,0,0,116.66,T20I # 1843,not_out
Bangladesh Vs Netherlands,Netherlands,11,Paul van Meekeren,24,14,16,3,1,171.42,T20I # 1843,out
Zimbabwe Vs South Africa,Zimbabwe,1,Regis Chakabva ,8,8,13,0,1,100.00,T20I # 1844,out
Zimbabwe Vs South Africa,Zimbabwe,2,Craig Ervine (c),2,6,11,0,0,33.33,T20I # 1844,out
Zimbabwe Vs South Africa,Zimbabwe,3,Sean Williams ,1,1,10,0,0,100.00,T20I # 1844,out
Zimbabwe Vs South Africa,Zimbabwe,4,Sikandar Raza ,0,2,3,0,0,0.00,T20I # 1844,out
Zimbabwe Vs South Africa,Zimbabwe,5,Wessly Madhevere ,35,18,37,4,1,194.44,T20I # 1844,not_out
Zimbabwe Vs South Africa,Zimbabwe,6,Milton Shumba ,18,20,32,2,0,90.00,T20I # 1844,out
Zimbabwe Vs South Africa,South Africa,1,Quinton de Kock ,47,18,26,8,1,261.11,T20I # 1844,not_out
Zimbabwe Vs South Africa,South Africa,2,Temba Bavuma (c),2,2,26,0,0,100.00,T20I # 1844,not_out
Sri Lanka Vs Australia,Sri Lanka,1,Pathum Nissanka ,40,45,65,2,0,88.88,T20I # 1845,out
Sri Lanka Vs Australia,Sri Lanka,2,Kusal Mendis ,5,6,9,1,0,83.33,T20I # 1845,out
Sri Lanka Vs Australia,Sri Lanka,3,Dhananjaya de Silva ,26,23,47,3,0,113.04,T20I # 1845,out
Sri Lanka Vs Australia,Sri Lanka,4,Charith Asalanka ,38,25,45,3,2,152.00,T20I # 1845,not_out
Sri Lanka Vs Australia,Sri Lanka,5,Bhanuka Rajapaksa ,7,5,9,1,0,140.00,T20I # 1845,out
Sri Lanka Vs Australia,Sri Lanka,6,Dasun Shanaka (c),3,5,6,0,0,60.00,T20I # 1845,out
Sri Lanka Vs Australia,Sri Lanka,7,Wanindu Hasaranga de Silva ,1,4,8,0,0,25.00,T20I # 1845,out
Sri Lanka Vs Australia,Sri Lanka,8,Chamika Karunaratne ,14,7,16,2,0,200.00,T20I # 1845,not_out
Sri Lanka Vs Australia,Australia,1,David Warner,11,10,26,0,0,110.00,T20I # 1845,out
Sri Lanka Vs Australia,Australia,2,Aaron Finch (c),31,42,89,0,1,73.80,T20I # 1845,not_out
Sri Lanka Vs Australia,Australia,3,Mitchell Marsh,17,17,20,1,1,100.00,T20I # 1845,out
Sri Lanka Vs Australia,Australia,4,Glenn Maxwell,23,12,21,2,2,191.66,T20I # 1845,out
Sri Lanka Vs Australia,Australia,5,Marcus Stoinis,59,18,22,4,6,327.77,T20I # 1845,not_out
Ireland Vs England,Ireland,1,Paul Stirling ,14,8,16,1,1,175.00,T20I # 1846,out
Ireland Vs England,Ireland,2,Andy Balbirnie (c),62,47,74,5,2,131.91,T20I # 1846,out
Ireland Vs England,Ireland,3,Lorcan Tucker ,34,27,42,3,1,125.92,T20I # 1846,out
Ireland Vs England,Ireland,4,Harry Tector ,0,2,3,0,0,0.00,T20I # 1846,out
Ireland Vs England,Ireland,5,Curtis Campher ,18,11,22,3,0,163.63,T20I # 1846,out
Ireland Vs England,Ireland,6,George Dockrell ,0,1,2,0,0,0.00,T20I # 1846,out
Ireland Vs England,Ireland,7,Gareth Delany ,12,10,22,1,0,120.00,T20I # 1846,not_out
Ireland Vs England,Ireland,8,Mark Adair ,4,4,8,0,0,100.00,T20I # 1846,out
Ireland Vs England,Ireland,9,Barry McCarthy ,3,3,4,0,0,100.00,T20I # 1846,out
Ireland Vs England,Ireland,10,Fionn Hand ,1,2,4,0,0,50.00,T20I # 1846,out
Ireland Vs England,Ireland,11,Josh Little ,0,1,3,0,0,0.00,T20I # 1846,out
Ireland Vs England,England,1,Jos Buttler (c),0,2,3,0,0,0.00,T20I # 1846,out
Ireland Vs England,England,2,Alex Hales,7,5,14,1,0,140.00,T20I # 1846,out
Ireland Vs England,England,3,Dawid Malan,35,37,66,2,0,94.59,T20I # 1846,out
Ireland Vs England,England,4,Ben Stokes,6,8,14,0,0,75.00,T20I # 1846,out
Ireland Vs England,England,5,Harry Brook,18,21,30,1,0,85.71,T20I # 1846,out
Ireland Vs England,England,6,Moeen Ali,24,12,18,3,1,200.00,T20I # 1846,not_out
Ireland Vs England,England,7,Liam Livingstone,1,2,7,0,0,50.00,T20I # 1846,not_out
South Africa Vs Bangladesh,South Africa,1,Temba Bavuma (c),2,6,6,0,0,33.33,T20I # 1847,out
South Africa Vs Bangladesh,South Africa,2,Quinton de Kock ,63,38,77,7,3,165.78,T20I # 1847,out
South Africa Vs Bangladesh,South Africa,3,Rilee Rossouw ,109,56,90,7,8,194.64,T20I # 1847,out
South Africa Vs Bangladesh,South Africa,4,Tristan Stubbs ,7,7,9,1,0,100.00,T20I # 1847,out
South Africa Vs Bangladesh,South Africa,5,Aiden Markram ,10,11,16,1,0,90.90,T20I # 1847,out
South Africa Vs Bangladesh,South Africa,6,David Miller ,2,4,8,0,0,50.00,T20I # 1847,not_out
South Africa Vs Bangladesh,South Africa,7,Wayne Parnell ,0,2,2,0,0,0.00,T20I # 1847,not_out
South Africa Vs Bangladesh,Bangladesh,1,Najmul Hossain Shanto,9,9,15,1,0,100.00,T20I # 1847,out
South Africa Vs Bangladesh,Bangladesh,2,Soumya Sarkar,15,6,11,0,2,250.00,T20I # 1847,out
South Africa Vs Bangladesh,Bangladesh,3,Litton Das,34,31,57,1,1,109.67,T20I # 1847,out
South Africa Vs Bangladesh,Bangladesh,4,Shakib Al Hasan (c),1,4,11,0,0,25.00,T20I # 1847,out
South Africa Vs Bangladesh,Bangladesh,5,Afif Hossain,1,5,8,0,0,20.00,T20I # 1847,out
South Africa Vs Bangladesh,Bangladesh,6,Mehidy Hasan Miraz,11,13,17,0,0,84.61,T20I # 1847,out
South Africa Vs Bangladesh,Bangladesh,7,Mosaddek Hossain,0,3,4,0,0,0.00,T20I # 1847,out
South Africa Vs Bangladesh,Bangladesh,8,Nurul Hasan ,2,6,7,0,0,33.33,T20I # 1847,out
South Africa Vs Bangladesh,Bangladesh,9,Taskin Ahmed,10,17,22,1,0,58.82,T20I # 1847,out
South Africa Vs Bangladesh,Bangladesh,10,Hasan Mahmud,0,2,7,0,0,0.00,T20I # 1847,out
South Africa Vs Bangladesh,Bangladesh,11,Mustafizur Rahman,9,3,8,0,1,300.00,T20I # 1847,not_out
India Vs Netherlands,India,1,KL Rahul ,9,12,12,1,0,75.00,T20I # 1848,out
India Vs Netherlands,India,2,Rohit Sharma (c),53,39,53,4,3,135.89,T20I # 1848,out
India Vs Netherlands,India,3,Virat Kohli ,62,44,79,3,2,140.90,T20I # 1848,not_out
India Vs Netherlands,India,4,Suryakumar Yadav ,51,25,38,7,1,204.00,T20I # 1848,not_out
India Vs Netherlands,Netherlands,1,Vikramjit Singh,1,9,13,0,0,11.11,T20I # 1848,out
India Vs Netherlands,Netherlands,2,Max O'Dowd,16,10,22,3,0,160.00,T20I # 1848,out
India Vs Netherlands,Netherlands,3,Bas de Leede,16,23,27,0,0,69.56,T20I # 1848,out
India Vs Netherlands,Netherlands,4,Colin Ackermann,17,21,31,1,0,80.95,T20I # 1848,out
India Vs Netherlands,Netherlands,5,Tom Cooper,9,12,12,0,0,75.00,T20I # 1848,out
India Vs Netherlands,Netherlands,6,Scott Edwards (c),5,8,21,0,0,62.50,T20I # 1848,out
India Vs Netherlands,Netherlands,7,Tim Pringle,20,15,14,1,1,133.33,T20I # 1848,out
India Vs Netherlands,Netherlands,8,Logan van Beek,3,5,11,0,0,60.00,T20I # 1848,out
India Vs Netherlands,Netherlands,9,Shariz Ahmad,16,11,18,2,0,145.45,T20I # 1848,not_out
India Vs Netherlands,Netherlands,10,Fred Klaassen,0,1,3,0,0,0.00,T20I # 1848,out
India Vs Netherlands,Netherlands,11,Paul van Meekeren,14,6,9,3,0,233.33,T20I # 1848,not_out
Zimbabwe Vs Pakistan,Zimbabwe,1,Wessly Madhevere ,17,13,30,3,0,130.76,T20I # 1849,out
Zimbabwe Vs Pakistan,Zimbabwe,2,Craig Ervine (c),19,19,26,2,0,100.00,T20I # 1849,out
Zimbabwe Vs Pakistan,Zimbabwe,3,Milton Shumba ,8,10,22,1,0,80.00,T20I # 1849,out
Zimbabwe Vs Pakistan,Zimbabwe,4,Sean Williams ,31,28,37,3,0,110.71,T20I # 1849,out
Zimbabwe Vs Pakistan,Zimbabwe,5,Sikandar Raza ,9,16,22,1,0,56.25,T20I # 1849,out
Zimbabwe Vs Pakistan,Zimbabwe,6,Regis Chakabva ,0,1,2,0,0,0.00,T20I # 1849,out
Zimbabwe Vs Pakistan,Zimbabwe,7,Ryan Burl ,10,15,30,0,0,66.66,T20I # 1849,not_out
Zimbabwe Vs Pakistan,Zimbabwe,8,Luke Jongwe ,0,1,2,0,0,0.00,T20I # 1849,out
Zimbabwe Vs Pakistan,Zimbabwe,9,Brad Evans ,19,15,24,0,1,126.66,T20I # 1849,out
Zimbabwe Vs Pakistan,Zimbabwe,10,Richard Ngarava ,3,2,3,0,0,150.00,T20I # 1849,not_out
Zimbabwe Vs Pakistan,Pakistan,1,Mohammad Rizwan ,14,16,23,1,1,87.50,T20I # 1849,out
Zimbabwe Vs Pakistan,Pakistan,2,Babar Azam (c),4,9,17,1,0,44.44,T20I # 1849,out
Zimbabwe Vs Pakistan,Pakistan,3,Shan Masood,44,38,61,3,0,115.78,T20I # 1849,out
Zimbabwe Vs Pakistan,Pakistan,4,Iftikhar Ahmed,5,10,16,1,0,50.00,T20I # 1849,out
Zimbabwe Vs Pakistan,Pakistan,5,Shadab Khan,17,14,27,0,1,121.42,T20I # 1849,out
Zimbabwe Vs Pakistan,Pakistan,6,Haider Ali,0,1,3,0,0,0.00,T20I # 1849,out
Zimbabwe Vs Pakistan,Pakistan,7,Mohammad Nawaz,22,18,36,1,1,122.22,T20I # 1849,out
Zimbabwe Vs Pakistan,Pakistan,8,Mohammad Wasim,12,13,29,2,0,92.30,T20I # 1849,not_out
Zimbabwe Vs Pakistan,Pakistan,9,Shaheen Shah Afridi,1,1,3,0,0,100.00,T20I # 1849,out
New Zealand Vs Sri Lanka,New Zealand,1,Finn Allen ,1,3,3,0,0,33.33,T20I # 1850,out
New Zealand Vs Sri Lanka,New Zealand,2,Devon Conway ,1,4,14,0,0,25.00,T20I # 1850,out
New Zealand Vs Sri Lanka,New Zealand,3,Kane Williamson (c),8,13,18,1,0,61.53,T20I # 1850,out
New Zealand Vs Sri Lanka,New Zealand,4,Glenn Phillips ,104,64,87,10,4,162.50,T20I # 1850,out
New Zealand Vs Sri Lanka,New Zealand,5,Daryl Mitchell ,22,24,52,0,0,91.66,T20I # 1850,out
New Zealand Vs Sri Lanka,New Zealand,6,James Neesham ,5,8,15,0,0,62.50,T20I # 1850,out
New Zealand Vs Sri Lanka,New Zealand,7,Mitchell Santner ,11,5,17,0,1,220.00,T20I # 1850,not_out
New Zealand Vs Sri Lanka,New Zealand,8,Ish Sodhi ,1,1,3,0,0,100.00,T20I # 1850,out
New Zealand Vs Sri Lanka,New Zealand,9,Tim Southee ,4,1,1,1,0,400.00,T20I # 1850,not_out
New Zealand Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,0,5,5,0,0,0.00,T20I # 1850,out
New Zealand Vs Sri Lanka,Sri Lanka,2,Kusal Mendis ,4,3,9,1,0,133.33,T20I # 1850,out
New Zealand Vs Sri Lanka,Sri Lanka,3,Dhananjaya de Silva,0,3,8,0,0,0.00,T20I # 1850,out
New Zealand Vs Sri Lanka,Sri Lanka,4,Charith Asalanka,4,8,11,0,0,50.00,T20I # 1850,out
New Zealand Vs Sri Lanka,Sri Lanka,5,Bhanuka Rajapaksa,34,22,38,3,2,154.54,T20I # 1850,out
New Zealand Vs Sri Lanka,Sri Lanka,6,Chamika Karunaratne,3,8,13,0,0,37.50,T20I # 1850,out
New Zealand Vs Sri Lanka,Sri Lanka,7,Dasun Shanaka (c),35,32,49,4,1,109.37,T20I # 1850,out
New Zealand Vs Sri Lanka,Sri Lanka,8,Wanindu Hasaranga de Silva,4,6,6,1,0,66.66,T20I # 1850,out
New Zealand Vs Sri Lanka,Sri Lanka,9,Maheesh Theekshana,0,3,5,0,0,0.00,T20I # 1850,out
New Zealand Vs Sri Lanka,Sri Lanka,10,Kasun Rajitha,8,21,30,0,0,38.09,T20I # 1850,not_out
New Zealand Vs Sri Lanka,Sri Lanka,11,Lahiru Kumara,4,5,10,1,0,80.00,T20I # 1850,out
Bangladesh Vs Zimbabwe,Bangladesh,1,Najmul Hossain Shanto ,71,55,77,7,1,129.09,T20I # 1851,out
Bangladesh Vs Zimbabwe,Bangladesh,2,Soumya Sarkar ,0,2,9,0,0,0.00,T20I # 1851,out
Bangladesh Vs Zimbabwe,Bangladesh,3,Litton Das ,14,12,22,3,0,116.66,T20I # 1851,out
Bangladesh Vs Zimbabwe,Bangladesh,4,Shakib Al Hasan (c),23,20,32,1,0,115.00,T20I # 1851,out
Bangladesh Vs Zimbabwe,Bangladesh,5,Afif Hossain ,29,19,40,1,1,152.63,T20I # 1851,out
Bangladesh Vs Zimbabwe,Bangladesh,6,Mosaddek Hossain ,7,10,18,0,0,70.00,T20I # 1851,out
Bangladesh Vs Zimbabwe,Bangladesh,7,Nurul Hasan ,1,1,5,0,0,100.00,T20I # 1851,out
Bangladesh Vs Zimbabwe,Bangladesh,8,Yasir Ali ,1,1,3,0,0,100.00,T20I # 1851,not_out
Bangladesh Vs Zimbabwe,Zimbabwe,1,Wessly Madhevere,4,3,1,1,0,133.33,T20I # 1851,out
Bangladesh Vs Zimbabwe,Zimbabwe,2,Craig Ervine (c),8,7,16,2,0,114.28,T20I # 1851,out
Bangladesh Vs Zimbabwe,Zimbabwe,3,Milton Shumba,8,15,24,1,0,53.33,T20I # 1851,out
Bangladesh Vs Zimbabwe,Zimbabwe,4,Sean Williams,64,42,75,8,0,152.38,T20I # 1851,out
Bangladesh Vs Zimbabwe,Zimbabwe,5,Sikandar Raza,0,3,4,0,0,0.00,T20I # 1851,out
Bangladesh Vs Zimbabwe,Zimbabwe,6,Regis Chakabva ,15,19,24,0,0,78.94,T20I # 1851,out
Bangladesh Vs Zimbabwe,Zimbabwe,7,Ryan Burl,27,25,50,2,1,108.00,T20I # 1851,not_out
Bangladesh Vs Zimbabwe,Zimbabwe,8,Brad Evans,2,2,5,0,0,100.00,T20I # 1851,out
Bangladesh Vs Zimbabwe,Zimbabwe,9,Richard Ngarava,6,3,6,0,1,200.00,T20I # 1851,out
Bangladesh Vs Zimbabwe,Zimbabwe,10,Blessing Muzarabani,0,2,6,0,0,0.00,T20I # 1851,not_out
Netherlands Vs Pakistan,Netherlands,1,Stephan Myburgh ,6,11,13,1,0,54.54,T20I # 1852,out
Netherlands Vs Pakistan,Netherlands,2,Max O'Dowd ,8,13,41,0,0,61.53,T20I # 1852,out
Netherlands Vs Pakistan,Netherlands,3,Bas de Leede ,6,16,15,1,0,37.50,T20I # 1852,out
Netherlands Vs Pakistan,Netherlands,4,Tom Cooper ,1,2,4,0,0,50.00,T20I # 1852,out
Netherlands Vs Pakistan,Netherlands,5,Colin Ackermann ,27,27,40,2,0,100.00,T20I # 1852,out
Netherlands Vs Pakistan,Netherlands,6,Scott Edwards (c),15,20,38,1,0,75.00,T20I # 1852,out
Netherlands Vs Pakistan,Netherlands,7,Roelof van der Merwe ,5,6,12,0,0,83.33,T20I # 1852,out
Netherlands Vs Pakistan,Netherlands,8,Tim Pringle ,5,8,15,0,0,62.50,T20I # 1852,out
Netherlands Vs Pakistan,Netherlands,9,Logan van Beek ,6,9,18,0,0,66.66,T20I # 1852,not_out
Netherlands Vs Pakistan,Netherlands,10,Fred Klaassen ,0,1,1,0,0,0.00,T20I # 1852,out
Netherlands Vs Pakistan,Netherlands,11,Paul van Meekeren ,7,7,8,0,0,100.00,T20I # 1852,out
Netherlands Vs Pakistan,Pakistan,1,Mohammad Rizwan ,49,39,66,5,0,125.64,T20I # 1852,out
Netherlands Vs Pakistan,Pakistan,2,Babar Azam (c),4,5,10,1,0,80.00,T20I # 1852,out
Netherlands Vs Pakistan,Pakistan,3,Fakhar Zaman,20,16,27,3,0,125.00,T20I # 1852,out
Netherlands Vs Pakistan,Pakistan,4,Shan Masood,12,16,35,0,0,75.00,T20I # 1852,out
Netherlands Vs Pakistan,Pakistan,5,Iftikhar Ahmed,6,5,10,0,0,120.00,T20I # 1852,not_out
Netherlands Vs Pakistan,Pakistan,6,Shadab Khan,4,2,2,1,0,200.00,T20I # 1852,not_out
India Vs South Africa,India,1,KL Rahul ,9,14,25,0,1,64.28,T20I # 1853,out
India Vs South Africa,India,2,Rohit Sharma (c),15,14,22,1,1,107.14,T20I # 1853,out
India Vs South Africa,India,3,Virat Kohli ,12,11,13,2,0,109.09,T20I # 1853,out
India Vs South Africa,India,4,Suryakumar Yadav ,68,40,68,6,3,170.00,T20I # 1853,out
India Vs South Africa,India,5,Deepak Hooda ,0,3,4,0,0,0.00,T20I # 1853,out
India Vs South Africa,India,6,Hardik Pandya ,2,3,6,0,0,66.66,T20I # 1853,out
India Vs South Africa,India,7,Dinesh Karthik ,6,15,33,0,0,40.00,T20I # 1853,out
India Vs South Africa,India,8,Ravichandran Ashwin ,7,11,15,0,0,63.63,T20I # 1853,out
India Vs South Africa,India,9,Bhuvneshwar Kumar ,4,6,9,0,0,66.66,T20I # 1853,not_out
India Vs South Africa,India,10,Mohammed Shami ,0,2,5,0,0,0.00,T20I # 1853,out
India Vs South Africa,South Africa,1,Quinton de Kock ,1,3,7,0,0,33.33,T20I # 1853,out
India Vs South Africa,South Africa,2,Temba Bavuma (c),10,15,30,0,1,66.66,T20I # 1853,out
India Vs South Africa,South Africa,3,Rilee Rossouw,0,2,4,0,0,0.00,T20I # 1853,out
India Vs South Africa,South Africa,4,Aiden Markram,52,41,72,6,1,126.82,T20I # 1853,out
India Vs South Africa,South Africa,5,David Miller,59,46,78,4,3,128.26,T20I # 1853,not_out
India Vs South Africa,South Africa,6,Tristan Stubbs,6,6,15,1,0,100.00,T20I # 1853,out
India Vs South Africa,South Africa,7,Wayne Parnell,2,5,11,0,0,40.00,T20I # 1853,not_out
Australia Vs Ireland,Australia,1,David Warner ,3,7,13,0,0,42.85,T20I # 1855,out
Australia Vs Ireland,Australia,2,Aaron Finch (c),63,44,87,5,3,143.18,T20I # 1855,out
Australia Vs Ireland,Australia,3,Mitchell Marsh ,28,22,28,2,2,127.27,T20I # 1855,out
Australia Vs Ireland,Australia,4,Glenn Maxwell ,13,9,18,0,1,144.44,T20I # 1855,out
Australia Vs Ireland,Australia,5,Marcus Stoinis ,35,25,41,3,1,140.00,T20I # 1855,out
Australia Vs Ireland,Australia,6,Tim David ,15,10,15,2,0,150.00,T20I # 1855,not_out
Australia Vs Ireland,Australia,7,Matthew Wade ,7,3,7,1,0,233.33,T20I # 1855,not_out
Australia Vs Ireland,Ireland,1,Paul Stirling,11,7,11,1,1,157.14,T20I # 1855,out
Australia Vs Ireland,Ireland,2,Andy Balbirnie (c),6,7,11,0,1,85.71,T20I # 1855,out
Australia Vs Ireland,Ireland,3,Lorcan Tucker ,71,48,81,9,1,147.91,T20I # 1855,not_out
Australia Vs Ireland,Ireland,4,Harry Tector,6,4,3,1,0,150.00,T20I # 1855,out
Australia Vs Ireland,Ireland,5,Curtis Campher,0,1,5,0,0,0.00,T20I # 1855,out
Australia Vs Ireland,Ireland,6,George Dockrell,0,4,4,0,0,0.00,T20I # 1855,out
Australia Vs Ireland,Ireland,7,Gareth Delany,14,10,27,2,0,140.00,T20I # 1855,out
Australia Vs Ireland,Ireland,8,Mark Adair,11,11,13,1,0,100.00,T20I # 1855,out
Australia Vs Ireland,Ireland,9,Fionn Hand,6,6,10,1,0,100.00,T20I # 1855,out
Australia Vs Ireland,Ireland,10,Barry McCarthy,3,7,16,0,0,42.85,T20I # 1855,out
Australia Vs Ireland,Ireland,11,Josh Little,1,5,6,0,0,20.00,T20I # 1855,out
Afghanistan Vs Sri Lanka,Afghanistan,1,Rahmanullah Gurbaz ,28,24,33,2,2,116.66,T20I # 1856,out
Afghanistan Vs Sri Lanka,Afghanistan,2,Usman Ghani ,27,27,54,2,1,100.00,T20I # 1856,out
Afghanistan Vs Sri Lanka,Afghanistan,3,Ibrahim Zadran ,22,18,35,1,1,122.22,T20I # 1856,out
Afghanistan Vs Sri Lanka,Afghanistan,4,Najibullah Zadran ,18,16,29,1,0,112.50,T20I # 1856,out
Afghanistan Vs Sri Lanka,Afghanistan,5,Gulbadin Naib ,12,14,25,0,0,85.71,T20I # 1856,out
Afghanistan Vs Sri Lanka,Afghanistan,6,Mohammad Nabi (c),13,8,15,1,0,162.50,T20I # 1856,out
Afghanistan Vs Sri Lanka,Afghanistan,7,Rashid Khan ,9,8,10,1,0,112.50,T20I # 1856,out
Afghanistan Vs Sri Lanka,Afghanistan,8,Azmatullah Omarzai ,3,4,3,0,0,75.00,T20I # 1856,not_out
Afghanistan Vs Sri Lanka,Afghanistan,9,Mujeeb Ur Rahman ,1,2,1,0,0,50.00,T20I # 1856,out
Afghanistan Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,10,10,10,2,0,100.00,T20I # 1856,out
Afghanistan Vs Sri Lanka,Sri Lanka,2,Kusal Mendis ,25,27,33,2,1,92.59,T20I # 1856,out
Afghanistan Vs Sri Lanka,Sri Lanka,3,Dhananjaya de Silva,66,42,78,6,2,157.14,T20I # 1856,not_out
Afghanistan Vs Sri Lanka,Sri Lanka,4,Charith Asalanka,19,18,27,1,0,105.55,T20I # 1856,out
Afghanistan Vs Sri Lanka,Sri Lanka,5,Bhanuka Rajapaksa,18,14,24,3,0,128.57,T20I # 1856,out
Afghanistan Vs Sri Lanka,Sri Lanka,6,Dasun Shanaka (c),0,0,4,0,0,-,T20I # 1856,not_out
England Vs New Zealand,England,1,Jos Buttler (c),73,47,82,7,2,155.31,T20I # 1858,out
England Vs New Zealand,England,2,Alex Hales ,52,40,46,7,1,130.00,T20I # 1858,out
England Vs New Zealand,England,3,Moeen Ali ,5,6,13,0,0,83.33,T20I # 1858,out
England Vs New Zealand,England,4,Liam Livingstone ,20,14,20,1,1,142.85,T20I # 1858,out
England Vs New Zealand,England,5,Harry Brook ,7,3,6,0,1,233.33,T20I # 1858,out
England Vs New Zealand,England,6,Ben Stokes ,8,7,11,0,0,114.28,T20I # 1858,out
England Vs New Zealand,England,7,Sam Curran ,6,3,7,0,1,200.00,T20I # 1858,not_out
England Vs New Zealand,England,8,Dawid Malan ,3,1,1,0,0,300.00,T20I # 1858,not_out
England Vs New Zealand,New Zealand,1,Finn Allen,16,11,25,0,1,145.45,T20I # 1858,out
